0,575775.03,598082.1,152872.98,,0.967333367,0.951737013,0.976581258,152872.98,,0.996202018,1,1,,100,1,0.146742269,0.082480239,0.042710353
1,575565.04,598019.76,152841.81,,0.141948693,0.210938967,0.375542545,,,0.995838695,0.999895767,0.999796105,,95,1,0.221635771,0.101125215,0.068802769
2,575837.37,597931.16,152845.09,,0.079785887,0.09624461,0.200775921,,,0.996309879,0.999747627,0.999817561,,90,1,0.384548179,0.205590595,0.107428342
3,575847.22,597939.37,152831.97,,0.041315149,0.065482142,0.104912506,,,0.996326921,0.999761354,0.999731738,,,,,,
4,575796.36,597883.59,152810.64,,,,,,,0.996238923,0.999668089,0.99959221,,100,1,0.146742269,,
5,575888.23,597624.35,152833.61,,1,1,1,,,0.996397876,0.999234637,0.999742466,,100,2,0.082480239,,
6,576106.43,597824.53,152805.72,,0.146742269,0.221635771,0.384548179,,,0.996775404,0.99956934,0.999560027,,100,4,0.042710353,,
7,576027.68,598011.55,152809,,0.082480239,0.101125215,0.205590595,,,0.996639152,0.99988204,0.999581483,,95,1,0.221635771,,
8,575983.39,597827.81,152684.31,,0.042710353,0.068802769,0.107428342,,,0.996562521,0.999574824,0.998765838,,95,2,0.101125215,,
9,575988.31,597809.76,152733.53,,,,,,,0.996571034,0.999544644,0.999087805,,95,4,0.068802769,,
10,576109.71,597788.43,152666.27,,1,0.146742269,0.082480239,0.042710353,,0.996781079,0.99950898,0.998647832,,90,1,0.384548179,,
11,576142.52,597796.64,152676.11,,1,0.221635771,0.101125215,0.068802769,,0.996837847,0.999522708,0.998712199,,90,2,0.205590595,,
12,575907.92,597599.75,152723.69,,1,0.384548179,0.205590595,0.107428342,,0.996431944,0.999193505,0.999023438,,90,4,0.107428342,,
13,575732.38,597947.57,152723.69,,,,,,,0.996128226,0.999775064,0.999023438,,,,,,
14,576019.48,597788.43,152746.66,,,,,,,0.996624964,0.99950898,0.999173693,,,,,,
15,575876.75,597993.51,152699.08,,,,,,,0.996378014,0.999851877,0.998862454,,,,,,
16,576217.99,597926.24,152723.69,,,,,,,0.996968425,0.9997394,0.999023438,,,,,,
17,576252.44,597658.81,152717.13,,,,,,,0.99702803,0.999292254,0.998980526,,,,,,
18,576564.15,597511.15,152761.42,,,,,,,0.997567348,0.999045365,0.999270244,,,,,,
19,576669.15,597558.73,152772.91,,,,,,,0.997749019,0.999124919,0.999345404,,,,,,
20,576285.25,597568.57,152759.78,,,,,,,0.997084798,0.999141372,0.999259516,,,,,,
21,576226.19,597376.63,152767.98,,,,,,,0.996982612,0.998820446,0.999313155,,,,,,
22,576396.81,597558.73,152662.99,,,,,,,0.997277818,0.999124919,0.998626376,,,,,,
23,576450.95,597511.15,152733.53,,,,,,,0.997371491,0.999045365,0.999087805,,,,,,
24,576495.25,597706.4,152789.31,,,,,,,0.997448138,0.999371825,0.999452683,,,,,,
25,576483.76,597547.25,152766.34,,,,,,,0.997428258,0.999105725,0.999302427,,,,,,
26,576523.14,597514.44,152726.97,,,,,,,0.997496393,0.999050866,0.999044893,,,,,,
27,576554.31,597507.87,152771.26,,,,,,,0.997550323,0.999039881,0.999334611,,,,,,
28,576828.31,597644.04,152695.8,,,,,,,0.998024396,0.999267559,0.998840999,,,,,,
29,576573.99,597758.9,152666.27,,,,,,,0.997584374,0.999459606,0.998647832,,,,,,
30,576764.32,597583.34,152702.36,,,,,,,0.997913681,0.999166068,0.99888391,,,,,,
31,576560.87,597299.52,152713.84,,,,,,,0.997561673,0.998691517,0.998959005,,,,,,
32,576342.67,597342.17,152713.84,,,,,,,0.997184145,0.998762829,0.998959005,,,,,,
33,576619.93,597471.78,152754.86,,,,,,,0.997663859,0.998979538,0.999227332,,,,,,
34,576565.79,597593.18,152812.28,,,,,,,0.997570186,0.99918252,0.999602938,,,,,,
35,576782.37,597560.37,152761.42,,,,,,,0.997944911,0.999127662,0.999270244,,,,,,
36,576713.44,597580.06,152748.3,,,,,,,0.997825649,0.999160583,0.999184421,,,,,,
37,576820.1,597447.17,152725.33,,,,,,,0.998010191,0.99893839,0.999034165,,,,,,
38,577016.97,597448.81,152723.69,,,,,,,0.998350814,0.998941132,0.999023438,,,,,,
39,576703.6,597461.94,152740.09,,,,,,,0.997808624,0.998963086,0.999130716,,,,,,
40,576619.93,597529.2,152723.69,,,,,,,0.997663859,0.999075545,0.999023438,,,,,,
41,576759.4,597366.78,152723.69,,,,,,,0.997905169,0.998803977,0.999023438,,,,,,
42,576656.02,597187.96,152728.61,,,,,,,0.997726301,0.998504988,0.999055621,,,,,,
43,576544.46,597247.02,152708.92,,,,,,,0.997533281,0.998603737,0.998926821,,,,,,
44,576708.52,597283.11,152692.52,,,,,,,0.997817136,0.99866408,0.998819543,,,,,,
45,576649.46,597251.94,152676.11,,,,,,,0.997714951,0.998611963,0.998712199,,,,,,
46,576718.39,597268.35,152699.08,,,,,,,0.997834213,0.998639401,0.998862454,,,,,,
47,576875.88,597196.16,152662.99,,,,,,,0.998106702,0.998518698,0.998626376,,,,,,
48,577033.38,597145.3,152649.86,,,,,,,0.998379207,0.99843366,0.998540488,,,,,,
49,576831.59,596992.73,152659.7,,,,,,,0.998030071,0.998178561,0.998604855,,,,,,
50,576880.8,596843.44,152653.14,,,,,,,0.998115214,0.997928947,0.998561943,,,,,,
51,576959.55,596848.36,152682.67,,,,,,,0.998251467,0.997937173,0.99875511,,,,,,
52,576700.32,596886.09,152666.27,,,,,,,0.997802949,0.998000258,0.998647832,,,,,,
53,576861.12,596932.03,152679.39,,,,,,,0.998081164,0.99807707,0.998733655,,,,,,
54,576590.4,596723.67,152682.67,,,,,,,0.997612766,0.99772869,0.99875511,,,,,,
55,576948.07,597028.82,152676.11,,,,,,,0.998231604,0.998238904,0.998712199,,,,,,
56,576903.77,596840.16,152677.75,,,,,,,0.998154957,0.997923462,0.998722927,,,,,,
57,577007.13,596738.44,152666.27,,,,,,,0.998333789,0.997753385,0.998647832,,,,,,
